customer_tweet_id,customer_text,amazon_response
2136191,@AmazonHelp Your customer service is poor I wasted a whole day off cancelling my prime,@628417 We'd like to look into this with you. Please reach us by phone using the link KH provided. ^HS
2184769,@AmazonHelp I used the form on the site and they said they were sending the right thing.  The customer service was awesome.  All it did was change last night's dinner plans!,@639887 Great to hear that the correct item is on its way! Be sure to respond to the survey sent to your e-mail so that you can provide feedback directly to the agent who gave such awesome service!!! 😊 ^KN
2634879,"@AmazonHelp Hi, yes, I received an email where the item will be arriving on Dec 4th, could I cancel it in order to look up for another item that arrives sooner? and the cost of the cancelled item will be refunded?","@743849 Has the order shipped yet? If it has shipped it unfortunately cannot be canceled and we will need to look into alternative options. Also, which site (.com/.ca/.co.uk/.in/etc.) was the order placed on?  ^TH"
1690781,@AmazonHelp donc pour vous il est tout a fait normal de vanter un service payant qui n’est pas respecte ?,@419289 Afin que je puisse vérifier votre dossier veuillez remplir le formulaire sur le lien suivant: https://t.co/HtUowg2UGX ^BR
1498554,@AmazonHelp Order# 402-7475661-5383536,@467935 Please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. 2/3 ^PJ
1059595,@AmazonHelp ありがとうございます。,@370184 お手数をおかけしますが、よろしくお願いいたします。 EK
1250226,@AmazonHelp still. do you ask every student who tries to sign up for proof of enrolment? or only those with the word online in their email address?,"@413306 When you contacted us by chat, was there any insight provided on the requirements? What options were discussed? ^ST"
2965210,"@AmazonHelp No, I've had no notifications and no emails regarding a refund. I ordered these items as gifts, given the season you can understand why this is dreadfully annoying. I want the items I ordered. While it's not necessarily inconvenient to re-order, I'm not happy about the situation.","@818088 Thank you for your understanding, it's truly appreciated. I'm sorry you haven't received any notification for this order. When you have the time please reach out to us so we can confirm your refund and options: https://t.co/JzP7hlA23B ^EB"
34478,"@AmazonHelp あぁ…
amazonさん直々にお声をいただけるとは思いませんでした！
神さま…

認識キーは届いてないみたいです。
コンビニの方に聞いたらメールが遅れることがあると伺ったので、夜中にお電話は心苦しいので、寝かせてみます！

いつもお世話になっています。
今後もよろしくお願いします","@123474 ご心配をおかけしまして申し訳ございません。明日になっても認証キーのＥメールが届かない場合は、ご遠慮なくカスタマーサービスへお問い合わせください。
いつもご愛顧いただきありがとうございます。今後ともどうぞよろしくお願いします。　SM"
1223539,@AmazonHelp Je suis plutôt séries ! Mais regarder Startup ou Stranger Things2 sur sa TV c’est top ;),"@407057 Ca promet des longues soirées séries chez vous Olivier 😄 Moi j'aime bien aussi  les séries; je préfère tout ce qui est political fiction 😍 Contrairement au films ou je préfère les thrillers et les films d'épouvante-horreur 😵 
^ARC"
2319405,@AmazonHelp O livro do Poe!!,"@672283 Eu sou apaixonada pela capa do livro do Edgar Allan Poe, com certeza você vai gostar! ❤ ^DA"
1065201,"@AmazonHelp Ah, obrigada",@371488 Nada! Nossa equipe vai resolver para você! ^JJ
831789,"@AmazonHelp Same tweets from your sides. Please, try some new lines and statements. Don't know how much more i need to wait for your positive replies","@318094 I understand your concern. Rest assured, once we receive your revert we'll work on it and get back to you. ^MM"
1919972,"@AmazonHelp @137605 Paquete recibido a las 19.10....el concepto de ""en horario de mañanas"" en correos express lo entienden un poco diferente a mi","@571586 Entiendo. Si no recibes el pedido al final del día de hoy, avísanos. ^LG"
816122,"@AmazonHelp Non ho ben capito, ma spero voi continuiate a farmi sorridere 😸",@314340 Ci piacerebbe farti una sorpresa; clicca sul link indicato e inserisci i dati. 😉 ^ST
2611565,"@AmazonHelp Naw she was a wee bit useless, she parroted the same things the previous staff members said, ""it's in the advance shipped step"" or something similar. I just want to know when it's coming.","@738465 Can I ask what is the estimated delivery date showing on the tracking at the moment please, you can find this info here: https://t.co/aaDyEz1VgE. ^GA"
163493,@AmazonHelp It should’ve been collected on Wednesday and I’ve heard nothing. Yourselves referred me to Hermes and Hermes referred me back to you. I’m just being passed back and forth and nothing is getting solved.,"@153816 I gotcha- my apologies for the frustration! I'd like a member of my team to look into this with you. When you get a chance, send your details here: https://t.co/hVy6aKzvbs. We'll be in touch shortly after. ^BL"
2452132,@AmazonHelp This is the page that comes up when you click on link https://t.co/jajyAKYmvp,"@702620 I'm sorry! Please try this link: https://t.co/m24nJgouOj

If this doesn't work, please try accessing it on a desktop. ^WT"
2388920,"@AmazonHelp I had an update basically telling me that your team can’t be on time, ya prime user pay the extra for reasons so we shouldn’t have to deal with this, especially when your paying a lot of money",@688275 Apologies for the delay. Were you emailed with a new delivery date? ^CN
2755638,@AmazonHelp order has been lost or damaged in transit &amp; can't be delivered. Super.,@517966 I am very sorry to hear this. Can you please reach out to us using the link below so we can see what options we have for you: https://t.co/hApLpMlfHN. ^GA
2503571,@AmazonHelp I cannot contact customer service and amazon deleted my account,"@353868 If you are unable to access your account, please reach out to us here:  https://t.co/zYVX1Qi29G ^RO"
2728050,@AmazonHelp I have received several emails from them. I don’t need my account to be protected - the credit card has been cancelled and the back have reimbursed me,@764949 Are the e-mail requests asking you to set up a new password? What are we requesting that you do? ^AF
1956086,@AmazonHelp Just now received a message that the package is being returned. @115850  #saynotoamazon let me know how u address it today..,"@580526 Apologies, Alok. As you have shared your details, our team will check and will get back to you with an update. Please wait. ^NK"
959691,@AmazonHelp Just that I would have to call the carrier or that they could have the carrier call me.,@347695 Oh no! Which carrier is on the order? You can find that information here: https://t.co/Y5jpI9gRhE. Please let us know! ^TG
969936,@AmazonHelp How many times do I have to share my details??? This is not done ..,@350180 Sorry for the inconvenience. We can't gain access to your account via Twitter. Please share your details and we'll reach out. ^KA
219168,@AmazonHelp They have changed more than 3 dates already .,@168268 Sorry about the delay. Could you kindly let us know the revised date? ^NS
183338,@AmazonHelp Todos de Amazon Export Sales LLC. https://t.co/MxjZoexg3I,@128317 mediante este enlace: https://t.co/eJXKURvpr8 ^AZ
1263935,@AmazonHelp Never seen it before :) thanks for confirming!,"@236995 No problem! If you have any other questions or concerns, please reach out to us anytime. ^TH"
905268,@AmazonHelp Euh c amazon qui ma livre,@334911 avez-vous signalé cela auprès de notre SAV ? ^ Ko
973478,@AmazonHelp Bought an iPhone 7 during the sale. Don't know what were the offers available then. Like extra data on idea.,@350871 Could you let us know if you've shared your details via link mentioned earlier? ^AK
2464835,"@AmazonHelp Also, it's ironical that ppl are required to sign in to report a problem about singing in. :)","@705399 Well, that's not right. Thank you for flagging this. I'll have this checked internally. ^HD"
1672900,"@AmazonHelp It's my Firestick Issue, not a Tablet issue! Did you not read the tweet or watch the video?","@509113 So sorry about that, Michelle!! Try this one for the Fire TV Stick:https://t.co/WmBk72mrxG! Let us know if this helps! ^SA"
1757997,"@AmazonHelp @115850 so, why r u displaying customer service logo, when u can't serve a customer.",@529272 Please share your details from the secured link provided for us to check your concern and help you further. (2/2) ^SV
111759,@AmazonHelp Mediante Seur.,"@140825 Pity, ¿te has puesto en contacto con @130687 para corroborar el estado del pedido? ^LC"
1413397,"@AmazonHelp I want status of my order. It's not showing on website. I placed order, and also paid money. Order no is D01-5202608-9384611","@448465 Sorry to know about this, Susheel. Please reach us from here: https://t.co/rS49hgaADF we'll assist you. (1/2) ^SV"
909024,@AmazonHelp The order is not yet delivered.,"@335913 I'm sorry about the order delivery, have you reported this to our support team using the link shared by EM?  ^MJ"
988325,@AmazonHelp All sorted! Thanks x,@354158 You're welcome! Please let us know if you have further questions or concerns. We're here to help. ^TG
301511,@AmazonHelp Das war das erste. Wie gesagt ist nur euer dienst der momentan hängt.,@187924 Wir antworten dir bereits per DN. ^DW
230880,"@AmazonHelp I cannot do it, as my account is blocked.","@170982 In that case please use the option ""Anmeldung überspringen"" (= skip registration). ^RS"
2280854,@AmazonHelp Please see previous tweet replies.,"@387181 So just to clarify, were you connected to our Charge Enquiries team and they were able to locate the charge, or were you connected to an associate who was just unable to locate the account.? ^GR"
149091,"@AmazonHelp Vale, ahora tengo otro problema, y es que no puedo poner mi direccion, ayuda porfavor","@149971 Hola, Josep. ¿Nos podrías especificar adónde estás intentando colocar la dirección? ^AA"
918182,@AmazonHelp chk DM....you can contact me on the nbr gvn. if issues is nt solved by 6 i il drag it to consumer forum,@337836 We'll reply to you via DM. ^SG
1423050,"@AmazonHelp No, until 1 hour ago delivery was today now 2 - 6 days","@450693 sorry to hear that, not what we want you to experience, can you get in touch with us here: https://t.co/JzP7hlA23B ^AS"
424091,@AmazonHelp Been another couple of days and still the only message I have got is we'll look at it and get back to you. This is very disappointing.,"@215879 Please reply to the correspondence sent to you with your concerns, so that we can work on that, without any further delay.^SC"
435697,"@AmazonHelp Obrigado, time!","@218496 Magina, Douglas! Caso precisar assistência adicional, é só perguntar. ☺️ ^LG"
2298465,"@AmazonHelp Danke für eure Reaktion :) 
Die angebotene Auswahl der Songs ist das Problem (Jens Friebe, Razorlight, Arielle Paul usw.) Habe jetzt schon einige Male diese nur bei der Konkurrenz gefunden.",@667191 Danke für deine Rückmeldung! :) Ich gebe das gerne so weiter. Wünsche noch einen schönen Sonntag! ^MI
360699,@AmazonHelp Didn't received any information.22 hours passed. 2 time also no solution is given 😒😡,@190898 Kindly check it here: https://t.co/8DAc10S7ww and we'll it take it up further. 2/2 ^EM
2943250,@AmazonHelp La vostra operatrice è stata gentilissima. Incrociamo le dita per il tentativo di domani.,@482500 Siamo contenti che abbia apprezzato l'assistenza ricevuta! 😊 Tienici aggiornati! ^CS
182577,@AmazonHelp i guess this is going the same way as the phone call to you,"@158935 I'm sorry for your poor experience. If you'd like, pls tell us more in the survey sent at the end of the phone conversation. ^KJ"
389648,@AmazonHelp Pf tengo demasiados pero creo que Life is Stranger: Before the Storm de momento será ese :3,@208235 ¡Se ve increíble! El concepto de Life is Strange y la modalidad de juego son muy buenos. 😍🎮🌪🍃 ^KS
1490361,@AmazonHelp No - I have an order that I paid expedited shipping for that should have been delivered in September. Tracks as delivered but never arrived.,@122104 Was this item sold and shipped by Amazon or a third-party seller? You can take a look under Your Orders here: https://t.co/Y5jpI9gRhE ^WT
2758964,"@AmazonHelp I oredered a computre monitor, i was assigned to amzl logistics to be shipped to office. Monitor never arrived after coutless  cals to amen just service who were inept as amzl in handling problem. Very poor management skills from amazon, I am considering canceling my prime member",@366357 I am sorry to hear this. Can I ask what resolution was given to you when you spoke to our customer service team please? ^GA
2922665,"@AmazonHelp Por Amazon, según la descripción del producto: https://t.co/Grw7Ec2U38","@808822 Gracias, aunque el producto ya se haya entregado en almacén los compañeros de devoluciones necesitan verificar los artículos y una vez que la revisión está lista se marca la devolución como completada. Te pedimos esperar el plazo normal para recibir tu reembolso. ^MZ"
2382493,@AmazonHelp Amazonさん直々に…！ はい、楽しませて頂いてます！,@686835 ( *• ̀ω•́ )b SK
142136,@AmazonHelp Haven't received any help till now...!!!!,@148076 I'm sorry about the delay. Kindly share your details using the link provided earlier so that we can assist you accordingly. ^GD
665147,@AmazonHelp I can't log in without my password.,@278528 Try this link that doesn't require logging in to contact us.  https://t.co/zYVX1Qi29G ^EM
865672,@AmazonHelp Yes but can’t down load anything,@325576 Have you checked common streaming issues and attempted troubleshooting techniques on this page: https://t.co/aW23EEbbcZ? ^TH
1007731,@AmazonHelp For my first order yes. 2 hours left to have it delivered by 8pm lol. Crunch time,@358467 Keep us posted on the arrival. We want to make sure you get it. ^CL
288099,@AmazonHelp @115850  pls keep investigating but can someone tell me if I get my packet or not. Extended deadline also finishing today and no updates,@184647 I'll be sure to pass your comments as feedback to our concerned team for review. ^GS
24947,"@AmazonHelp Still waiting for your response, let me know how gonna help me in this issue?","@121399 I'm sorry for the delay and the subsequent inconvenience. We're working on it, will communicate with you very soon. ^MP"
387183,"@AmazonHelp Now when you have the same, show some deleberate effort to help.",@206017 Being a social platform we'll not be able to access your account over Twitter. May I know if you've 1/2 ^MA
2647220,"@AmazonHelp Both times, the case was referred to the 'relevant department' and I was promised contact within 24-48 hours. No other options. I have transcripts of both chat sessions.",@442775 We have received your info Liz. Thank you so much for that. A member of our team will be in touch soon. We are here to help you! ^BA
259397,@AmazonHelp I ordered an item 3/4 weeks ago. I've emailed the company and I haven't received a response but have taken the payment,"@177683 Hi, sorry to hear that, when is the delivery estimate on the order? ^AS"
2488946,@AmazonHelp Den erfüllt der Brief allein nicht?,"@710768 Wir wollen damit, dass du auch in den Brief schaust, wenn was drin ist. ;) ^DW"
197983,@AmazonHelp Such poor service. No mail received. Submitted the form again,"@162537 Kindly check for our email here: https://t.co/xb2LQQzfde. However, we've received your details again and shall contact you. ^GS"
2260598,"@AmazonHelp I have shared all the details , I don't want updates , I want a solution for the problem, just refunding money is not a solution.","@658232 Understandable, Shashi. We'll get in touch with you with the best resolution. ^JC"
1083882,@AmazonHelp Again same with order id 07-9320621-6513117. What are you doing or concern with...,@375674 Sorry to know about the delivery issue. I'd like to have a closer look at the issue. Please share your details (1/2) ^KA
1733167,@AmazonHelp But amazon has not all the books written by Indian authors. Kindly advise,@523490 Please refer to the link here: https://t.co/iyCVDOMfaW for that. 2/2 ^BV
761196,@AmazonHelp Could give them my order number to refund me. Can you check if this has went though? My number is 203-6118894-3263551. Thanks.,@301876 I'm sorry for the trouble. We don't have access to your account via Twitter. Please reach back out to us by phone or chat.  ^CO
493487,@AmazonHelp You guys told me to contact you if my package doesn't arrive by Friday.  This is insane.  The date of delivery has been changed three times now.  I'm getting very frustrated. What's the point in paying for prime if I don't revieve the benefits? https://t.co/4uKPlXlGsy,@232643 We'd like to take a closer look into the delivery. Please contact us here: https://t.co/hApLpMlfHN ^LI
114383,@AmazonHelp That’s not what he said. He tried to make excuses as to why the driver had left it there. (Raining etc) it’s completely unacceptable,"@141428 I'm very sorry for this poor experience, Sam! That's not the service we strive to provide. If you could give us another chance, we'd like to take another look into this with you. At your convenience, please get in touch with us here: https://t.co/JzP7hlA23B ^TH"
2807511,@AmazonHelp It's with all the titles. Raised the issue on 1st nov and then 4-5 times. Email: __email__,@782986 Are you facing the issue just with Amazon Fire TV stick or any other devices? ^GK
941406,@AmazonHelp Dia 23 ou 24? Qur horas começa?,@144298 A Black Friday será dia 24. Assim que tivermos mais detalhes serão anunciados no site 😊 ^LG
270610,"@AmazonHelp ありがとうございます！
連絡しない方がいいとは分かっていてもやっぱり不安で…💧
安心できました！",@180538 とんでもないです！悪質な詐欺が増えているようですのでどうぞお気を付けください。何かご不明な点があればご遠慮なくご質問ください！SK
476813,@AmazonHelp Unfortunately delivery not attempted as yet! Please do issue a contradictory statement from your end. I’ll be happy to help! It’s been almost 72 hours and yet no sign of my package. You guys are worse than snapdeal!! #YehKyaHai,@228319 Apologies for the inconvenience regarding the delivery. We'd like to make this right for you. Kindly drop your details here: https://t.co/beaaDlIL5C and we'll get in touch with you soon. ^BV
902431,@AmazonHelp Thanks for accepting the feedback!,@334239 You're welcome. :) ^NK
1209501,@AmazonHelp How many time you guys will ask the details,"@387916 We have the details, Awadh. We're unable to check the same over Twitter. Please respond to the email you received from us. ^JC"
1209057,@AmazonHelp Already responded,@403726 I appreciate your patience and understanding in this regard. We are working on it and get back to you at the earliest. ^SC
1721669,@AmazonHelp One I can wanted thankfully. It’s like my subconscious was annoyed at me for adding it to the wish list rather than just buying it.,@520999 Well that's good news- Subconscious gifts are always the best ones. :) Enjoy your book Lee! :) ^NV
2754700,"@AmazonHelp Hallo, Nope keine Mail. U ich weiß, ich soll das mit nem Augenzwinkern verstehen, aber es hat nen Grund wenn ich Lebensmittel online bestelle. Mehr als schwarzer Kaffee am Morgen.","@771038 Oje, dann kontaktiere bitte unseren Kundenservice, der sich das genauer anschauen kann. Diesen erreichst du über https://t.co/24XL9C4y1x. ^KM"
1313400,"@AmazonHelp That’s the point. We need the order between 6:30 pm to 8 pm. But the delivery personnel has refused to deliver post 2pm, since yesterday.",@426855 Please connect with us using the link provided earlier and we'll check this. (2/2) ^KA
1459070,@AmazonHelp Did that... Didn't work...  I copied it from the email and retyped it in... https://t.co/ZyyVzOOZzj,@458660 I'd like to have a member from our support team troubleshoot this with you; please contact us here: https://t.co/hApLpMlfHN ^WM
1665298,"@AmazonHelp Yes, I tried, they responded well, given a cell number. But, that person also not done my job. Anyway, Chill and RIP . Good night","@507420 We would like to help you further, Praveen. Please fill in your details here: https://t.co/2QvkVWW1fK. We will get back to you.^KS"
253420,@AmazonHelp plus the postal service tracking number from Oct 2nd,"@156910 So, they were only able to re-send the tracking number for your order? ^NM"
1148752,"@AmazonHelp Details for ur reference
LG double door fridge. Order no: 407-5284532-0630743
Bosch washing machine. Order no: 407-8621995-1009958",@366258 Kindly fill in your details via the secured link provided and we will be happy to have this checked further. ^KS 2/3
2383133,@AmazonHelp Call me. And I will explain. But you must look at your delivery guys. Unbecoming of your promises.,"@686996 Please fill the form provided in the previous tweet, as we do not have access to your order details on social platform. ^RW"
2178015,"@AmazonHelp The contents is the new Akira hardcover book boxset, the packing is totally inadequate, the contents is being damaged because of it.",@638373 I'm very sorry your items we damaged on arrival. Let's look into return or replacement options here: https://t.co/lrYkmHrb1k We're here to help! ^ZW
304429,"@AmazonHelp Done, but no option there to attach screenshot.",@188700 Have you reached out to our team using the link shared earlier? You may send an email to our team attaching the screenshot. ^GK
2613323,@AmazonHelp Voici le numéro de suivi : C10049737283,@738810 Je vous en remercie. Une remontée sera faite de notre côté afin de le signaler au département concerné. ^FA
1490301,@AmazonHelp I have not received an email. Order status in all changed from “arriving by 8pm” to “your package is late and delivery date is unknown”,"@466110 That's very strange! We'd like to look into this with you, but unfortunately we're unable to view your account via Twitter. If you don't mind, please reach us by phone/chat here: https://t.co/hApLpMlfHN ^HS"
2031094,@AmazonHelp &lt;3 sim eu só tenho a tecer palavras bonitas sobre o atendimento de vcs &lt;3,@600585 Obrigado de novo pelo carinho livia. Sua felicidade é nossa felicidade! 💙💛 https://t.co/kQ1iq3697f
793326,@AmazonHelp Colissimo mais je ne vois pas ce que cela change ! plus de 25euros les frais de port sont gratuits.... içi les deux articles font bien plus,@309164 Est-ce que les deux articles sont vendus et expédiés par Amazon ?^AR
183378,@AmazonHelp Bummer..that's sad :(,@159122 Kindly stay tuned to our website for all the updates. We'd appreciate your understanding. ^MA
1096668,@AmazonHelp Till this moment u guys haven't contacted me..... Wtf,@278558 I see that we've sent you a correspondence. Kindly check the same here: https://t.co/ubzNHWZvL2 ^SG
481616,@AmazonHelp Oui il a dit que sa devrait arriver aujourd'hui mais ....non,@229475 Quel est le transporteur qui prend en charge votre livraison s'il vous plaît? ^BR
2761300,@AmazonHelp Sent.,@772576 Thank you so much! We'll be sure to look into this. ^TR
1610350,@AmazonHelp yeah I have shared. Thanks,@494344 Thank you for confirming. We'll check and get back to you at the earliest possible. ^RI
1478875,@AmazonHelp I am advertising amazon on my website aayushyam.in,"@463414 Rs.499 for Prime was a promotional offer. I'm afraid, you'll not be able to claim at the previous price. (1/2)"
1405289,@AmazonHelp I was lied to again by your team :),@446706 What options were we able to provide when you last reached out to our support team? ^WM
1019521,@AmazonHelp No my point is I am paying extra price for next day delivery but it is 5pm and it has not turned up!,"@361233 Deliveries continue through to 21:00. For feedback, please reach us here:  https://t.co/JzP7hlA23B"
2565558,@AmazonHelp Inasled@for it to be left on front of my door as I live in a secure building but instead hey left it outside 👎🏽,"@399936 Thank you for confirming! When you have a chance, please reach out to us here: https://t.co/JzP7hlA23B so we can look into this together. ^HC"
76051,@AmazonHelp The date keeps changing. Not happy with service from amazon logistics,"@133020 Sorry to hear that, Matt. Can I ask if the date has changed again since the 30.11.17 to 05.12.17 estimate you were provided?^TI"
1772677,"@AmazonHelp i ordered my package a month ago and paid extra fees to get it here and it’s still not here,",@532782 I'm sorry your order hasn't arrived yet! What's the latest update you received for the order: https://t.co/Y5jpI9gRhE? ^LR
377975,@AmazonHelp 返事来ません(T_T),@205686 なお、申請はPCサイトからとなりますが、お手続きができないなど問題がある場合は、文末リンクよりAmazonカスタマーサービスへお問い合わせください。https://t.co/J6YEizo6qC　SK
481497,@AmazonHelp Ok thank you!,@214431 You're welcome! Have a lovely weekend. ^KI
1699084,@AmazonHelp F***ing what to reply on this email???😡😡😡 Are you guys fooling me @AmazonHelp @115821 @115850 @115851 https://t.co/DvIt4rYdR5,"@295979 I get you being upset. As informed before, please wait for an update from our team. ^RB"
735671,@AmazonHelp 丁寧にありがとございます,@295987 とんでもないことです。どうぞよろしくお願いいたします。ET
239522,"@AmazonHelp Most of the time it just starts playing music. But sometimes it says “sorry, I can’t help you with that.” It’s totally unprompted. Plus, I think it talks to my other Echo.","@172912 Please allow our Echo team to look into this with you. To do so, use the following link: https://t.co/hApLpMlfHN ^DO"
450753,"@AmazonHelp La fecha era hoy jueves 30, y correos solo me ha mandado un mail con un link al estado del pedido que no me facilita nada","@221871 Comprendo, Daniel. Si no consigues contactar con el transportista sobre la entrega, puedes reportar la situación con nuestros compañeros de Soporte al Cliente a través del siguiente enlace: https://t.co/OjvUxwnzPe. ^LG"
2531064,@AmazonHelp Ha ha ha..bt seriously I want one at my home from a long time...a wall full of books .. hey do you have one?,@720441 We got almost everything you would wish for. Here you go: https://t.co/XiPTpIZYDY. ^AB
1261201,@AmazonHelp still not opend packet.bcoz amazn gav me optn to return by 11nov.if opend it n it didn't workd.it is eligible for return or not,"@415452 I get your concern, Khota. Please reach out to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you. ^NK"
1676491,"@AmazonHelp Yes... i previously mentioned that in my posts to you! as you said it is released 20, October 2017. So why does my order say Dec 1st?",@509985 Please get in touch here https://t.co/JzP7hlA23B and we'll investigate. ^BM
533223,"@AmazonHelp I contacted amazon at 5:30pm (after the office was close) I was assure instructions were given to the driver to deliver today from 10 to 12, he apparently still tried to deliver a 7:05pm, instructions WERE never given to deliver TODAY https://t.co/fqgzEOB6Sj",@232624 So sorry to hear that the information wasn't properly provided to the driver. Has the representative that you're on the phone with been able to submit the order for redelivery? ^GS
29572,@AmazonHelp Horrible response form your team still unable to solve the Issue....can someone call me on +91 9096377143...,"@122494 Sorry for the hassle. I’d like to help, please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon.(1/2)^RI"
2391265,"@AmazonHelp こちらこそ素敵なサービスありがとうございます！
質問なのですが、「Amazonファミリーに新規ご登録後プライム・ビデオを視聴いただくと、対象のベビー用品に使える3,900円クーポンをプレゼント」とあったのですが、ファミリー登録より先にビデオ視聴していた場合でもクーポンは頂けるのでしょうか？🙄",@688730 (2/2)条件を満たしているにも関わらずクーポンコードが表示されない場合は、カスタマーサービスにてご登録状況など確認してご案内させていただきますので、こちらからご連絡ください。https://t.co/NtNAX37Sr4 ET
2690709,@AmazonHelp I've shared it. Last time I was told to send an email and refund will be initiated in 2 days and I'll get a call. None of that ever happened.,@756427 Thanks for the heads up. We've just received your details and working to resolve this for you. We'll be sure to reach out to with an update at the earliest. Appreciate your patience. ^VN
494971,@AmazonHelp Merci beaucoup 😀J'ai eu des réponses ! :),"@233037 Parfait ! Je suis ravie que tout soit rentré dans l’ordre.
^MD"
2836868,"@AmazonHelp Alors je dois pas être doué, mais je clique où pour faire une réclamation sur l'article en question ? https://t.co/nYF5QD3Fxe",@789591 Vous pouvez joindre notre service client via ce lien: https://t.co/hgIrz98cdI ^BR
1565933,"@AmazonHelp All I've had are assurances from your customer services centre in India, but my expectations have not been met at all.",@483385 Has a new order been placed for the batteries? ^LB
1334299,@AmazonHelp Link not working.pls provide new,@145298 Could you let us know what's the exact error you are getting while trying to access the link? We'd like to help. ^OS
1110771,@AmazonHelp Yeah I was told it would be here by 8pm and now it’s “delayed” but the info is so vague. And I’m confused why 2 day shipping isn’t really 2,@184289 Has your package passed the delivery date we provided in your initial confirmation email: https://t.co/4dVNHVec2D? ^TN
1056805,"@AmazonHelp Me lo dijo ayer, pero no me ha vuelto a decir nada, no sé ni cómo me hará el abono.","@369523 Entiendo, en este caso el vendedor tiene 48h para responder tu consulta, en caso no recibir ninguna respuesta presentar (1/2)"
1710077,@AmazonHelp i ordered it yesterday. i was supposed to be able to pick it up today and it hasn’t even shipped yet. 😰,@518113 I understand your frustration. Please contact us via phone or chat if it doesn't arrive tomorrow: https://t.co/hApLpMlfHN ^KB
1331142,@AmazonHelp the said form filled and submitted. pls do the needful urgently &amp; dont harass further.,@210089 Thank you for filling in your details. Our team will work on the issue and get back to you with an update . ^PJ
105027,"@AmazonHelp I just checked, it's for the destroyed one.",@139204 Has the replacement order shipped yet? Have you checked the tracking on the replacement order? You can view your orders here: https://t.co/Y5jpI9gRhE ^RB
435164,@AmazonHelp When you pay for amazon prime and this happens EVERY TIME 🙂🙃 https://t.co/r3T5i4pM66,@218369 I'm sorry to see that your delivery has been delayed! Pls let us know if you haven't received it by the new date given! ^KJ
418810,@AmazonHelp 960071223,@214890 We cannot access your account over Twitter. Please share your details in the link shared earlier. ^HN
498471,@AmazonHelp En amazon.es,@233991 Roser ¿Podrías indicarnos si el producto  es vendido directamente por Amazon o si ha sido vendido por un vendedor externo? ^ PC
609337,"@AmazonHelp Jajaja gracias, además que llevo ya un tiempo escuchándolo por audiorip, me gusta muchísimo","@264855 🙊🙊 Excelente, cuentános ¿que has comprado? ^MB"
676862,@AmazonHelp 🤐🤐😠😠 https://t.co/grhL7knV8p,@281466 That's an unpleasant experience you've had with the refund. Kindly drop us an email and our team will get back to you shortly on this. ^VM
1020278,@AmazonHelp Told I'd already had the refund and to contact the bank to get proof I  hadn't had the refund and to email  over a copy of the proof!!,@353345 Are you able to see any refunds processed with the guidance found here: https://t.co/VU1thxfkls? ^ST
235769,"@AmazonHelp @169618 Arun better you buy buy own... There is very less number of possibility,they have not dissclose how many device r in prize use intelligence","@172155 Prime Video is just getting started, and we will continue to add new content. Keeping checking PrimeVideo (1/2) ^CB"
986893,@AmazonHelp  https://t.co/lrFm0b8llE,@328920 I understand your concern regarding invoice of your order. (1/3)^VH
762500,@AmazonHelp I have had to get my husband to contact them again and it turns out to be out of stock. Can you tell me uk customer service email,@302184 We're unable to provide a direct e-mail address. Please contact us using the E-mail option here: https://t.co/JzP7hlA23B ^RA
285591,@AmazonHelp It isn't worth the hassle of me returning it since it's a $16 record but I just think you should always package something like that,@184034 We are always looking to improve! You can also leave packaging feedback by visiting us here: https://t.co/kZ2U2fh6Tq ^TK
2319527,"@AmazonHelp Hi, I just clicked that link on my Amazon account. It's nothing more than just an area of the website to contact Amazon. We've been through this already. Do you have an email address where he can make direct contact please. We are just going around in circles here.","@270461 Hi Steven- once you've selected your issue, the link you were given gives you an option of contacting us via phone, email or chat. My advice is to chose a phone contact as charge related queries are best handled that way. ^MA"
592192,"@AmazonHelp Hi, the Cloud Cams are working great. How do I go about sharing access to my wife's phone as well?","@260147 Hey Gregory, this help page appears to answer your query: https://t.co/AGPSVLozQ9 I hope this helps. ^BD"
1380284,"@AmazonHelp Already reported, however got fake help (they told will look into this but no updates till 2nd day). How to keep trust in Amazon.in's words.",@413729 here : https://t.co/GIJyeYqKE0 and we'll connect with you soon. (2/2) ^AS
416118,"@AmazonHelp Thank you, completing now.",@214238 We will be in touch as quickly as possible. Thank you for reporting this! ^ST
385105,@AmazonHelp @115850 whats the use? no one at amazon gives the fuck to the customer once money is credited to your account.,@207180 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^SQ
2584172,@AmazonHelp Yup. I only have the one account.,@732298 Okay and was this an AmazonUK or AmazonUS order? ^KK
475146,@AmazonHelp But why am i gwletting emails for items that are not on the order or cancelation list ???,"@228071 To clarify, are you receiving e-mails for items that have been dispatched that you didn't order? Your account security is important to us, so please let us know. ^FD"
2849004,@AmazonHelp Understand its very busy but i paid for prime which was very expensive and now the service i paid for is unavailable,"@792277 Prime shipping speed refers to the time taken to arrive, in business days, once the item has been shipped. Details here: https://t.co/330b8dZ9ar ^BV"
